# 
#                  Behavioural Data Log:
#                      All trials matched to eeg trials
#                      Trial rejection according to the behavioural criteria is still needed
#                  Subject Initials: HC
#                  Percentage of Rejected Trials: %7.12
#                  
#                  trl_no, dxn, coh, isOK, rt
#                  
1.29000e+02, 1.80000e+02, 5.00000e-02, 1.00000e+00, 1.85683e-01
1.30000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 2.33535e-02
1.31000e+02, 1.80000e+02, 1.50000e-01, 1.00000e+00, 2.75641e-01
1.33000e+02, 1.80000e+02, 1.50000e-01, 0.00000e+00, 6.17118e-01
1.34000e+02, 1.80000e+02, 5.00000e-02, 0.00000e+00, 6.73180e-01
1.35000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 7.05593e-03
1.36000e+02, 1.80000e+02, 5.00000e-01, 1.00000e+00, 1.00981e-01
1.37000e+02, 0.00000e+00, 3.00000e-01, 1.00000e+00, 1.51160e-01
1.38000e+02, 0.00000e+00, 5.00000e-01, 1.00000e+00, 6.58486e-01
1.39000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 1.67963e-02
1.40000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 1.33222e-01
1.41000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 3.11431e-02
1.42000e+02, 0.00000e+00, 5.00000e-01, 1.00000e+00, 1.23045e-01
1.43000e+02, 0.00000e+00, 3.00000e-01, 0.00000e+00, 8.63951e-02
1.44000e+02, 0.00000e+00, 5.00000e-01, 1.00000e+00, 4.20398e-01
1.45000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 1.26869e-01
1.46000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 6.06493e-02
1.47000e+02, 0.00000e+00, 5.00000e-01, 1.00000e+00, 6.84869e-02
1.48000e+02, 1.80000e+02, 6.50000e-01, -2.00000e+00, 2.00000e+00
1.49000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 3.42370e-02
1.50000e+02, 1.80000e+02, 3.00000e-01, 1.00000e+00, 2.70290e-01
1.51000e+02, 1.80000e+02, 1.50000e-01, 1.00000e+00, 9.39452e-02
1.52000e+02, 0.00000e+00, 5.00000e-01, 1.00000e+00, 3.76838e-02
1.53000e+02, 0.00000e+00, 3.00000e-01, 0.00000e+00, 7.20228e-02
1.55000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 4.75440e-02
1.56000e+02, 0.00000e+00, 5.00000e-02, 0.00000e+00, 1.12022e-01
1.57000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 1.55805e-02
1.58000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
1.59000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 2.99633e-02
1.60000e+02, 0.00000e+00, 5.00000e-01, 0.00000e+00, 9.50509e-02
