*Header begin
Subject ID = BU_2-21_19-36_rotational.log
edf_name = C:\Documents and Settings\hulusi\My Documents\MotionCoherence\data\rotational\BU_2-21_19-36_rotational.log
Group = WS
Eye To Screen = 57
Screen Dims = 4.268750e+0124
Radius of the Big Circle = 10
Radius of the Small Circle = 1.500000e+00
Density of dots = 4
Amount of dots = 1257
Radius of a dot = 2.000000e-01
Velocity = 8
Pixel Depth= 32
Dots Colour= 200
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
TrialNo	Direction	Cohe	isCorrect	Pressed	ReactionTime	Jitter	
1		-1		8.000000e-01	1		6		5.450201e-01		1.836014e+00
2		-1		8.000000e-01	1		6		2.628722e-01		1.704001e+00
3		-1		1.500000e-01	1		6		2.959921e-01		1.969373e+00
4		-1		5.000000e-02	0		4		2.698245e-01		1.602801e+00
5		-1		5.000000e-02	0		4		2.776680e-01		1.395631e+00
6		-1		8.000000e-01	1		6		2.234583e-01		1.577468e+00
7		-1		6.500000e-01	1		6		2.413323e-01		1.395408e+00
8		1		5.000000e-01	1		4		2.471806e-01		1.627985e+00
9		-1		3.000000e-01	1		6		2.272347e-01		1.490311e+00
10		1		5.000000e-02	1		4		1.652020e-01		1.501551e+00
11		1		3.000000e-01	1		4		2.146088e-01		1.795395e+00
12		1		5.000000e-02	1		4		2.333880e-01		1.259250e+00
13		-1		5.000000e-02	0		4		1.710122e-01		1.263201e+00
14		1		3.000000e-01	1		4		1.546264e-01		1.556417e+00
15		1		5.000000e-01	1		4		2.105715e-01		1.633200e+00
16		1		5.000000e-02	1		4		1.911768e-01		1.976050e+00
17		-1		1.500000e-01	1		6		2.183766e-01		1.776733e+00
18		-1		8.000000e-01	1		6		2.244190e-01		1.768391e+00
19		-1		5.000000e-01	1		6		1.611177e-01		1.986632e+00
20		1		6.500000e-01	1		4		2.402560e-01		1.958092e+00
21		-1		5.000000e-02	0		4		2.085489e-01		1.912426e+00
22		-1		5.000000e-01	1		6		2.600194e-01		1.488131e+00
23		-1		5.000000e-02	0		4		2.225439e-01		1.823401e+00
24		1		6.500000e-01	1		4		2.561608e-01		1.489682e+00
25		1		6.500000e-01	1		4		2.143904e-01		1.844602e+00
26		-1		5.000000e-01	1		6		2.977825e-01		1.252024e+00
