*Header begin
Subject ID = BCEEG_3-2_19-23_radial.log
edf_name = C:\Documents and Settings\hulusi\My Documents\MotionCoherence\data\radial\BCEEG_3-2_19-23_radial.log
Group = WS
Eye To Screen = 57
Screen Dims = 4.268750e+0124
Radius of the Big Circle = 10
Radius of the Small Circle = 1.500000e+00
Density of dots = 4
Amount of dots = 1257
Radius of a dot = 2.000000e-01
Velocity = 8
Pixel Depth= 32
Dots Colour= 200
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
TrialNo	Direction	Cohe	isCorrect	Pressed	ReactionTime	Jitter	
1		-1		8.000000e-01	1		2		6.233471e-01		1.799572e+00
2		-1		5.000000e-02	1		2		4.670719e-01		1.842198e+00
3		-1		6.500000e-01	1		2		3.526163e-01		1.485744e+00
4		-1		8.000000e-01	1		2		2.363627e-01		1.772643e+00
5		1		6.500000e-01	1		8		2.229878e-01		1.423446e+00
6		-1		3.000000e-01	1		2		2.247914e-01		1.980599e+00
7		-1		8.000000e-01	1		2		1.687061e-01		1.914110e+00
8		1		5.000000e-01	1		8		1.682895e-01		1.947819e+00
9		1		1.500000e-01	1		8		2.638221e-01		1.205388e+00
10		-1		5.000000e-01	1		2		4.173994e-03		1.976485e+00
11		1		5.000000e-01	1		8		2.644473e-01		1.418188e+00
12		-1		3.000000e-01	-2		space		2		1.326763e+00
13		1		1.500000e-01	1		8		5.325386e-01		1.609677e+00
14		-1		5.000000e-01	1		2		3.542777e-01		1.934815e+00
15		-1		1.500000e-01	1		2		2.780370e-01		1.814805e+00
16		1		1.500000e-01	1		8		2.837556e-01		1.482114e+00
17		-1		5.000000e-01	1		2		1.613694e-01		1.284973e+00
18		1		3.000000e-01	1		8		8.930409e-02		1.564964e+00
19		1		8.000000e-01	1		8		1.092910e-01		1.370395e+00
20		-1		5.000000e-02	0		8		3.719783e-01		1.564503e+00
21		1		5.000000e-02	1		8		3.534991e-01		1.680428e+00
22		1		6.500000e-01	1		8		1.009257e-01		1.296317e+00
23		-1		1.500000e-01	1		2		3.333644e-01		1.317696e+00
24		1		6.500000e-01	1		8		1.692377e-01		1.810748e+00
25		-1		5.000000e-02	-2		space		2		1.205263e+00
26		1		6.500000e-01	1		8		2.234862e-01		1.420695e+00
27		1		8.000000e-01	1		8		1.850760e-01		1.783563e+00
28		-1		5.000000e-01	1		2		7.859491e-02		1.564612e+00
29		1		3.000000e-01	1		8		1.547951e-01		1.894103e+00
30		-1		5.000000e-01	1		2		1.529544e-01		1.731804e+00
31		-1		6.500000e-01	1		2		6.833098e-01		1.233037e+00
32		-1		5.000000e-01	1		2		3.263937e-01		1.330717e+00
33		1		8.000000e-01	1		8		1.430922e-01		1.675961e+00
34		1		5.000000e-01	1		8		8.322533e-01		1.860426e+00
35		-1		8.000000e-01	1		2		4.167870e-01		1.908396e+00
36		1		1.500000e-01	1		8		3.906144e-01		1.805460e+00
