*Header begin
Subject ID = ASA_3-6_11-3_translational.log
edf_name = C:\Documents and Settings\hulusi\My Documents\MotionCoherence\data\translational\ASA_3-6_11-3_translational.log
Group = WS
Eye To Screen = 57
Screen Dims = 4.268750e+0124
Radius of the Big Circle = 10
Radius of the Small Circle = 1.500000e+00
Density of dots = 4
Amount of dots = 1257
Radius of a dot = 2.000000e-01
Velocity = 8
Pixel Depth= 32
Dots Colour= 200
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
TrialNo	Direction	Cohe	isCorrect	Pressed	ReactionTime	Jitter	
1		0		3.000000e-01	1		6		4.124200e-01		1.622168e+00
2		0		1.500000e-01	1		6		7.063610e-01		1.629651e+00
3		0		6.500000e-01	1		6		5.777131e-01		1.635095e+00
4		0		8.000000e-01	1		6		5.557360e-01		1.620952e+00
5		0		6.500000e-01	1		6		4.499865e-01		1.283202e+00
6		0		6.500000e-01	1		6		3.514829e-01		1.515869e+00
7		0		8.000000e-01	1		6		4.171499e-01		1.374430e+00
8		180		5.000000e-02	0		6		5.468790e-01		1.934103e+00
9		180		1.500000e-01	1		4		6.465218e-01		1.892467e+00
10		0		3.000000e-01	1		6		5.969175e-01		1.836201e+00
11		180		5.000000e-01	1		4		5.426508e-01		1.529368e+00
12		180		5.000000e-02	0		6		4.987422e-01		1.921264e+00
13		180		5.000000e-01	1		4		7.363975e-01		1.953065e+00
14		0		1.500000e-01	1		6		5.943672e-01		1.650154e+00
15		0		8.000000e-01	1		6		5.605372e-01		1.958734e+00
16		180		5.000000e-01	1		4		3.523615e-01		1.218285e+00
17		0		8.000000e-01	1		6		4.248573e-01		1.544861e+00
18		180		3.000000e-01	1		4		4.065385e-01		1.873630e+00
19		180		3.000000e-01	0		6		8.685908e-01		1.715589e+00
20		180		3.000000e-01	1		4		4.860836e-01		1.533082e+00
21		0		3.000000e-01	1		6		5.197038e-01		1.420258e+00
22		180		5.000000e-01	1		4		4.078876e-01		1.897757e+00
23		180		6.500000e-01	0		6		4.782613e-01		1.635923e+00
24		0		1.500000e-01	1		6		5.097880e-01		1.676674e+00
25		0		1.500000e-01	0		4		5.476436e-01		1.390415e+00
26		180		6.500000e-01	0		6		7.158362e-01		1.541152e+00
27		180		5.000000e-01	1		4		5.440309e-01		1.966454e+00
28		180		8.000000e-01	1		4		5.661686e-01		1.471700e+00
29		180		5.000000e-02	1		4		6.954345e-01		1.305220e+00
30		180		5.000000e-02	0		6		6.019064e-01		1.218862e+00
31		0		5.000000e-02	1		6		6.538054e-01		1.209624e+00
32		180		8.000000e-01	1		4		5.491413e-01		1.987938e+00
33		0		5.000000e-02	0		4		6.094688e-01		1.717568e+00
34		0		8.000000e-01	1		6		3.794549e-01		1.533406e+00
35		0		5.000000e-01	1		6		5.335656e-01		1.938149e+00
36		180		3.000000e-01	1		4		5.435822e-01		1.378277e+00
37		0		8.000000e-01	1		6		5.106121e-01		1.578011e+00
38		0		5.000000e-02	0		4		6.310847e-01		1.701937e+00
39		180		6.500000e-01	1		4		6.192402e-01		1.766555e+00
