*Header begin
Subject ID = zp_6-20_17-30_rotational.log
edf_name = C:\Documents and Settings\hulusi\My Documents\MotionCoherence\data\rotational\zp_6-20_17-30_rotational.log
Group = WS
Eye To Screen = 57
Screen Dims = 4.268750e+0124
Radius of the Big Circle = 10
Radius of the Small Circle = 1.500000e+00
Density of dots = 4
Amount of dots = 1257
Radius of a dot = 2.000000e-01
Velocity = 8
Pixel Depth= 32
Dots Colour= 200
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
TrialNo	Direction	Cohe	isCorrect	Pressed	ReactionTime	Jitter	
1		1		1.500000e-01	1		4		5.670539e-01		1.742886e+00
2		1		3.000000e-01	1		4		4.253549e-01		1.978010e+00
3		1		5.000000e-02	0		6		4.435759e-01		1.467304e+00
4		-1		8.000000e-01	1		6		5.310711e-01		1.552828e+00
5		1		8.000000e-01	1		4		4.573095e-01		1.601358e+00
6		1		1.500000e-01	1		4		4.915172e-01		1.297769e+00
7		1		3.000000e-01	1		4		3.137170e-01		1.798599e+00
8		-1		1.500000e-01	1		6		5.239864e-01		1.421167e+00
9		1		1.500000e-01	1		4		5.902423e-01		1.977943e+00
10		1		5.000000e-02	0		6		7.165137e-01		1.843452e+00
11		1		5.000000e-02	1		4		5.547138e-01		1.365732e+00
12		-1		5.000000e-02	1		6		6.149832e-01		1.849612e+00
13		-1		3.000000e-01	1		6		7.672112e-01		1.707489e+00
14		1		6.500000e-01	1		4		5.394163e-01		1.624942e+00
15		-1		5.000000e-01	1		6		4.836905e-01		1.950496e+00
16		-1		5.000000e-01	1		6		6.059183e-01		1.739130e+00
17		-1		5.000000e-02	1		6		8.901570e-01		1.247217e+00
18		-1		3.000000e-01	1		6		6.263665e-01		1.393761e+00
19		1		5.000000e-01	1		4		6.365971e-01		1.986424e+00
20		1		8.000000e-01	1		4		6.688434e-01		1.633126e+00
21		1		5.000000e-02	1		4		5.530912e-01		1.648615e+00
22		-1		5.000000e-01	1		6		6.152799e-01		1.278720e+00
23		-1		8.000000e-01	1		6		6.395648e-01		1.722496e+00
24		-1		8.000000e-01	1		6		4.877930e-01		1.753069e+00
25		1		5.000000e-01	1		4		7.320157e-01		1.412735e+00
26		1		1.500000e-01	1		4		6.122454e-01		1.667999e+00
27		-1		5.000000e-02	1		6		5.584984e-01		1.746221e+00
28		1		3.000000e-01	1		4		7.047658e-01		1.985954e+00
29		1		1.500000e-01	1		4		6.990148e-01		1.985428e+00
30		1		1.500000e-01	1		4		8.212290e-01		1.304441e+00
31		1		3.000000e-01	1		4		8.914904e-01		1.957371e+00
32		-1		6.500000e-01	1		6		7.497062e-01		1.417009e+00
33		-1		6.500000e-01	1		6		5.979171e-01		1.549928e+00
34		1		6.500000e-01	1		4		4.361093e-01		1.366057e+00
35		-1		3.000000e-01	1		6		6.223869e-01		1.905643e+00
36		1		6.500000e-01	1		4		5.866139e-01		1.613440e+00
37		-1		5.000000e-01	1		6		6.168493e-01		1.518846e+00
38		-1		3.000000e-01	1		6		6.310933e-01		1.716973e+00
39		1		3.000000e-01	1		4		6.914060e-01		1.931335e+00
40		-1		8.000000e-01	1		6		6.315476e-01		1.208569e+00
41		1		8.000000e-01	1		4		6.598090e-01		1.934643e+00
42		-1		1.500000e-01	1		6		6.380551e-01		1.820592e+00
43		-1		1.500000e-01	1		6		7.663217e-01		1.995961e+00
44		-1		3.000000e-01	1		6		8.065405e-01		1.308156e+00
45		1		5.000000e-01	1		4		6.067495e-01		1.630730e+00
46		1		1.500000e-01	1		4		8.090207e-01		1.905679e+00
47		1		6.500000e-01	1		4		5.472162e-01		1.466457e+00
