# 
#                  Behavioural Data Log:
#                      All trials matched to eeg trials
#                      Trial rejection according to the behavioural criteria is still needed
#                  Subject Initials: PM
#                  Percentage of Rejected Trials: %3.16
#                  
#                  trl_no, dxn, coh, isOK, rt
#                  
2.18000e+02, 1.00000e+00, 3.00000e-01, 1.00000e+00, 2.60015e-01
2.19000e+02, -1.00000e+00, 5.00000e-02, 1.00000e+00, 3.99731e-01
2.20000e+02, -1.00000e+00, 3.00000e-01, 1.00000e+00, 3.59246e-01
2.21000e+02, 1.00000e+00, 5.00000e-02, 1.00000e+00, 3.87207e-01
2.22000e+02, 1.00000e+00, 3.00000e-01, 1.00000e+00, 3.51537e-01
2.23000e+02, -1.00000e+00, 3.00000e-01, 1.00000e+00, 2.57554e-01
2.24000e+02, 1.00000e+00, 5.00000e-02, 1.00000e+00, 3.87762e-01
2.25000e+02, 1.00000e+00, 1.50000e-01, 1.00000e+00, 3.07216e-01
2.26000e+02, -1.00000e+00, 1.50000e-01, 1.00000e+00, 4.33151e-01
2.27000e+02, 1.00000e+00, 5.00000e-01, 1.00000e+00, 3.41186e-01
2.28000e+02, -1.00000e+00, 1.50000e-01, 1.00000e+00, 4.51159e-01
2.29000e+02, 1.00000e+00, 1.50000e-01, 1.00000e+00, 3.22647e-01
2.30000e+02, 1.00000e+00, 5.00000e-01, 1.00000e+00, 2.50635e-01
2.31000e+02, 1.00000e+00, 3.00000e-01, 1.00000e+00, 3.38503e-01
2.32000e+02, 1.00000e+00, 5.00000e-01, 1.00000e+00, 2.78986e-01
2.33000e+02, 1.00000e+00, 3.00000e-01, 1.00000e+00, 3.54581e-01
2.34000e+02, -1.00000e+00, 8.00000e-01, 1.00000e+00, 4.15006e-01
2.35000e+02, 1.00000e+00, 6.50000e-01, 1.00000e+00, 3.63248e-01
2.36000e+02, -1.00000e+00, 5.00000e-01, 1.00000e+00, 2.94134e-01
2.37000e+02, 1.00000e+00, 8.00000e-01, 1.00000e+00, 2.94315e-01
2.38000e+02, -1.00000e+00, 6.50000e-01, 1.00000e+00, 3.56861e-01
2.39000e+02, -1.00000e+00, 5.00000e-01, 1.00000e+00, 2.42427e-01
2.40000e+02, 1.00000e+00, 8.00000e-01, 1.00000e+00, 2.64140e-01
2.41000e+02, -1.00000e+00, 8.00000e-01, 1.00000e+00, 3.60726e-01
2.42000e+02, 1.00000e+00, 5.00000e-02, 0.00000e+00, 5.54248e-01
2.43000e+02, -1.00000e+00, 5.00000e-02, 0.00000e+00, 3.55867e-01
2.44000e+02, 1.00000e+00, 5.00000e-01, 1.00000e+00, 2.81945e-01
2.45000e+02, 1.00000e+00, 1.50000e-01, 1.00000e+00, 3.56453e-01
2.46000e+02, 1.80000e+02, 1.50000e-01, 1.00000e+00, 5.25760e-01
2.47000e+02, 1.80000e+02, 5.00000e-01, 0.00000e+00, 4.47181e-01
2.48000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 3.37353e-01
2.49000e+02, 0.00000e+00, 3.00000e-01, 1.00000e+00, 2.40695e-01
