*Header begin
Subject ID = HCEEG_3-1_15-48_radial.log
edf_name = C:\Documents and Settings\hulusi\My Documents\MotionCoherence\data\radial\HCEEG_3-1_15-48_radial.log
Group = WS
Eye To Screen = 57
Screen Dims = 4.268750e+0124
Radius of the Big Circle = 10
Radius of the Small Circle = 1.500000e+00
Density of dots = 4
Amount of dots = 1257
Radius of a dot = 2.000000e-01
Velocity = 8
Pixel Depth= 32
Dots Colour= 200
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
TrialNo	Direction	Cohe	isCorrect	Pressed	ReactionTime	Jitter	
1		-1		6.500000e-01	1		2		2.755035e-01		1.710267e+00
2		1		3.000000e-01	1		8		7.470028e-02		1.505452e+00
3		1		6.500000e-01	1		8		9.281068e-02		1.630454e+00
4		-1		1.500000e-01	1		2		1.908371e-01		1.504136e+00
5		-1		1.500000e-01	1		2		2.429082e-01		1.216739e+00
6		1		5.000000e-01	1		8		2.480706e-02		1.282071e+00
7		1		3.000000e-01	1		8		4.812235e-01		1.671868e+00
8		1		8.000000e-01	1		8		4.260709e-02		1.980150e+00
9		1		1.500000e-01	1		8		2.422325e-01		1.834258e+00
10		1		5.000000e-01	1		8		2.209191e-02		1.417671e+00
11		-1		8.000000e-01	1		2		7.245977e-02		1.756353e+00
12		-1		5.000000e-01	1		2		4.457745e-02		1.260146e+00
13		-1		5.000000e-02	1		2		5.168143e-01		1.952958e+00
14		-1		3.000000e-01	1		2		4.061801e-02		1.213577e+00
15		1		3.000000e-01	1		8		8.365309e-03		1.353319e+00
16		-1		5.000000e-01	1		2		1.445184e-02		1.890341e+00
17		1		8.000000e-01	1		8		1.445631e-02		1.318116e+00
18		-1		5.000000e-01	-2		space		2		1.575538e+00
19		-1		5.000000e-01	1		2		1.835982e-01		1.227168e+00
20		1		6.500000e-01	1		8		2.079781e-01		1.268245e+00
21		1		5.000000e-02	0		2		5.779019e-01		1.956005e+00
22		-1		5.000000e-02	-2		space		2		1.641952e+00
23		-1		1.500000e-01	1		2		2.273328e-01		1.996026e+00
24		-1		3.000000e-01	1		2		4.598238e-02		1.385706e+00
25		1		8.000000e-01	1		8		1.719383e-01		1.656921e+00
26		-1		6.500000e-01	1		2		1.598010e-01		1.407128e+00
27		-1		5.000000e-01	1		2		3.173769e-01		1.933401e+00
28		-1		6.500000e-01	1		2		4.168882e-02		1.654951e+00
29		1		3.000000e-01	1		8		9.321604e-02		1.535603e+00
30		1		3.000000e-01	1		8		8.132067e-02		1.658246e+00
31		1		8.000000e-01	1		8		3.683401e-02		1.345507e+00
32		-1		5.000000e-02	1		2		3.313639e-01		1.216517e+00
33		-1		1.500000e-01	1		2		2.733563e-01		1.239587e+00
34		-1		6.500000e-01	1		2		4.109433e-02		1.554156e+00
35		1		5.000000e-01	-2		space		2		1.567804e+00
36		1		8.000000e-01	1		8		4.123289e-02		1.484101e+00
37		-1		8.000000e-01	-2		space		2		1.347321e+00
38		1		6.500000e-01	1		8		8.860232e-02		1.863136e+00
39		1		6.500000e-01	1		8		5.246393e-02		1.901410e+00
40		1		6.500000e-01	-2		space		2		1.713180e+00
41		1		8.000000e-01	1		8		1.284828e-02		1.536442e+00
42		-1		5.000000e-02	0		8		3.621033e-01		1.245255e+00
43		1		8.000000e-01	1		8		2.667155e-02		1.867719e+00
44		1		5.000000e-01	-2		space		2		1.644753e+00
45		1		5.000000e-02	1		8		6.126354e-01		1.955122e+00
46		-1		3.000000e-01	1		2		7.431252e-02		1.401449e+00
47		-1		3.000000e-01	1		2		1.678171e-01		1.356812e+00
48		-1		8.000000e-01	-2		space		2		1.442688e+00
49		-1		6.500000e-01	-2		space		2		1.588624e+00
50		1		5.000000e-01	1		8		9.173848e-02		1.804623e+00
51		1		8.000000e-01	1		8		4.407990e-02		1.605542e+00
52		1		8.000000e-01	1		8		7.212593e-02		1.585601e+00
53		1		5.000000e-01	1		8		2.718569e-01		1.917695e+00
54		1		1.500000e-01	1		8		3.841212e-01		1.310886e+00
55		-1		1.500000e-01	1		2		1.556784e-01		1.931855e+00
56		1		6.500000e-01	1		8		5.346657e-02		1.418299e+00
57		1		5.000000e-01	1		8		6.519516e-02		1.888378e+00
58		-1		8.000000e-01	1		2		8.187186e-02		1.401652e+00
59		-1		1.500000e-01	1		2		1.052042e-01		1.280654e+00
60		1		5.000000e-02	1		8		1.456568e-01		1.836047e+00
61		-1		6.500000e-01	1		2		2.548145e-02		1.353273e+00
62		-1		3.000000e-01	1		2		7.145657e-02		1.612614e+00
63		1		3.000000e-01	1		8		1.188036e-01		1.880545e+00
64		1		6.500000e-01	1		8		1.706639e-01		1.981047e+00
65		-1		6.500000e-01	1		2		3.533913e-02		1.800071e+00
66		-1		3.000000e-01	1		2		6.281413e-02		1.979945e+00
67		-1		5.000000e-01	1		2		6.289542e-02		1.442894e+00
68		1		3.000000e-01	1		8		2.513602e-01		1.568090e+00
69		1		5.000000e-02	1		8		6.191820e-01		1.366321e+00
70		-1		6.500000e-01	-2		space		2		1.554597e+00
71		-1		6.500000e-01	1		2		3.886919e-02		1.452539e+00
72		1		1.500000e-01	1		8		7.277545e-02		1.875492e+00
73		1		5.000000e-02	1		8		5.242376e-01		1.265087e+00
74		-1		5.000000e-02	1		2		2.984877e-01		1.366948e+00
75		1		8.000000e-01	1		8		4.832877e-02		1.413813e+00
76		1		1.500000e-01	1		8		1.247781e-01		1.217245e+00
77		-1		5.000000e-02	0		8		2.705794e-01		1.387079e+00
78		-1		6.500000e-01	1		2		1.585498e-01		1.637052e+00
79		-1		5.000000e-02	0		8		2.184403e-01		1.217525e+00
80		1		8.000000e-01	1		8		9.645081e-02		1.734046e+00
81		1		5.000000e-02	1		8		4.403984e-01		1.520733e+00
82		-1		6.500000e-01	-2		space		2		1.568835e+00
83		1		3.000000e-01	1		8		3.596370e-01		1.527833e+00
84		-1		1.500000e-01	1		2		4.514361e-01		1.897675e+00
85		1		1.500000e-01	1		8		1.401186e-01		1.641562e+00
86		-1		1.500000e-01	1		2		3.694836e-01		1.406831e+00
87		1		3.000000e-01	1		8		1.293670e-01		1.561629e+00
88		-1		6.500000e-01	1		2		2.357255e-02		1.252453e+00
89		-1		5.000000e-02	0		8		5.399192e-01		1.583896e+00
90		-1		6.500000e-01	-2		space		2		1.259068e+00
91		-1		5.000000e-02	1		2		5.235596e-01		1.883022e+00
92		1		5.000000e-01	1		8		7.965286e-02		1.258506e+00
93		-1		5.000000e-01	1		2		1.511477e-02		1.240303e+00
94		-1		3.000000e-01	1		2		1.054218e-01		1.634738e+00
95		-1		3.000000e-01	1		2		2.117448e-02		1.584612e+00
96		1		6.500000e-01	1		8		1.052287e-01		1.979391e+00
97		1		1.500000e-01	1		8		9.660250e-02		1.480436e+00
98		1		1.500000e-01	1		8		7.102271e-02		1.446596e+00
99		1		6.500000e-01	1		8		2.047327e-02		1.850554e+00
100		-1		6.500000e-01	1		2		8.038843e-02		1.224149e+00
101		1		5.000000e-02	1		8		6.423255e-01		1.548572e+00
102		1		5.000000e-01	1		8		2.645088e-01		1.729961e+00
103		-1		3.000000e-01	1		2		2.146161e-01		1.528253e+00
104		-1		1.500000e-01	1		2		2.285916e-01		1.934723e+00
105		-1		3.000000e-01	1		2		5.277486e-02		1.405623e+00
106		-1		8.000000e-01	1		2		2.659807e-02		1.732923e+00
107		1		5.000000e-01	1		8		1.126417e-01		1.729986e+00
108		1		6.500000e-01	1		8		9.629380e-02		1.643304e+00
109		-1		5.000000e-02	0		8		7.405366e-01		1.583762e+00
110		1		1.500000e-01	1		8		1.466622e-01		1.492120e+00
111		-1		3.000000e-01	1		2		8.828524e-02		1.847193e+00
112		-1		8.000000e-01	1		2		3.200965e-02		1.759131e+00
113		-1		8.000000e-01	-2		space		2		1.718011e+00
114		-1		5.000000e-01	1		2		1.343830e-02		1.350878e+00
115		-1		8.000000e-01	-2		space		2		1.547632e+00
116		1		8.000000e-01	1		8		1.819069e-01		1.708811e+00
117		-1		8.000000e-01	-2		space		2		1.958580e+00
118		1		1.500000e-01	1		8		2.917706e-01		1.707300e+00
119		-1		1.500000e-01	1		2		1.393470e-01		1.243988e+00
120		1		3.000000e-01	1		8		1.658007e-01		1.232767e+00
121		-1		8.000000e-01	-2		space		2		1.925185e+00
122		1		3.000000e-01	1		8		3.546540e-02		1.714750e+00
123		1		3.000000e-01	1		8		7.780737e-02		1.427158e+00
124		-1		8.000000e-01	1		2		1.555477e-02		1.511155e+00
125		-1		3.000000e-01	1		2		2.474728e-01		1.765929e+00
126		-1		8.000000e-01	1		2		4.122088e-02		1.916163e+00
127		1		5.000000e-02	1		8		5.913553e-01		1.935690e+00
128		1		5.000000e-01	1		8		5.496872e-02		1.206311e+00
129		1		8.000000e-01	1		8		2.873717e-02		1.695363e+00
130		1		6.500000e-01	-2		space		2		1.430062e+00
131		1		5.000000e-02	-2		space		2		1.265724e+00
132		-1		3.000000e-01	1		2		2.344362e-01		1.482139e+00
133		-1		8.000000e-01	1		2		2.924226e-02		1.992317e+00
134		-1		6.500000e-01	-2		space		2		1.518192e+00
135		-1		5.000000e-01	1		2		4.071048e-02		1.556797e+00
136		-1		1.500000e-01	-2		space		2		1.667752e+00
137		-1		1.500000e-01	1		2		2.328933e-01		1.983247e+00
138		1		5.000000e-02	1		8		5.165006e-01		1.260248e+00
139		-1		5.000000e-01	1		2		5.539810e-04		1.497044e+00
140		-1		8.000000e-01	-2		space		2		1.782250e+00
141		-1		6.500000e-01	-2		space		2		1.962227e+00
142		1		5.000000e-01	1		8		1.375314e-02		1.390383e+00
143		-1		5.000000e-01	1		2		1.456274e-02		1.203498e+00
144		-1		5.000000e-02	1		2		7.220152e-01		1.258078e+00
145		1		5.000000e-02	1		8		5.943138e-01		1.602368e+00
146		1		3.000000e-01	1		8		2.975306e-01		1.482527e+00
