*Header begin
Subject ID = ENC_9-20_17-24_rotational.log
edf_name = C:\Documents and Settings\hulusi\My Documents\MotionCoherence\data\rotational\ENC_9-20_17-24_rotational.log
Group = WS
Eye To Screen = 57
Screen Dims = 4.268750e+0124
Radius of the Big Circle = 10
Radius of the Small Circle = 1.500000e+00
Density of dots = 4
Amount of dots = 1257
Radius of a dot = 2.000000e-01
Velocity = 8
Pixel Depth= 32
Dots Colour= 200
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
TrialNo	Direction	Cohe	isCorrect	Pressed	ReactionTime	Jitter	
1		-1		8.000000e-01	1		6		3.929720e-01		1.654456e+00
2		1		3.000000e-01	1		4		3.453053e-01		1.932969e+00
3		1		3.000000e-01	1		4		1.955053e-01		1.383103e+00
4		-1		8.000000e-01	1		6		3.190179e-01		1.426989e+00
5		-1		5.000000e-01	1		6		2.892720e-01		1.981899e+00
6		1		1.500000e-01	1		4		2.634544e-01		1.325785e+00
7		-1		3.000000e-01	1		6		1.617077e-01		1.546513e+00
8		1		5.000000e-01	1		4		2.779049e-01		1.447107e+00
9		-1		6.500000e-01	1		6		2.421727e-01		1.736182e+00
10		-1		3.000000e-01	1		6		2.723799e-01		1.286145e+00
11		-1		5.000000e-02	1		6		1.926186e-01		1.555161e+00
12		1		1.500000e-01	1		4		3.048628e-01		1.512928e+00
13		1		3.000000e-01	1		4		1.470980e-01		1.783256e+00
14		-1		1.500000e-01	1		6		7.730144e-02		1.383262e+00
15		1		3.000000e-01	1		4		9.949561e-02		1.206620e+00
16		1		8.000000e-01	1		4		1.917783e-01		1.624720e+00
17		-1		5.000000e-01	1		6		1.119556e-01		1.562995e+00
18		-1		5.000000e-02	0		4		1.241993e-01		1.702058e+00
19		1		3.000000e-01	1		4		1.244035e-01		1.200299e+00
20		-1		5.000000e-02	1		6		4.664922e-02		1.782696e+00
21		1		5.000000e-02	1		4		7.287267e-02		1.580241e+00
22		1		6.500000e-01	1		4		1.391297e-01		1.779012e+00
23		1		5.000000e-02	0		6		2.753794e-01		1.725829e+00
24		-1		5.000000e-02	0		4		2.515060e-01		1.475439e+00
25		1		3.000000e-01	1		4		3.519056e-01		1.980817e+00
26		-1		8.000000e-01	1		6		3.201035e-01		1.629204e+00
